email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
moistspice387@qq.com,1,1,1,1,0,1,1,2,2,1,2,0,0,0,2,2,2,1,2,2,2,1,0,2,2,2,2,2,1,1,2,2
buriedjug901@qq.com,0,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,0,2,2,1,0,2,1,1,2,2
extrasub515@yahoo.com,2,0,2,2,0,1,2,1,1,1,2,2,2,2,1,1,0,1,1,2,2,2,2,2,1,2,1,0,2,0,1,2
replacementbike38@yahoo.com,2,2,1,1,0,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,0,1,0,0,2,1,1
slightlyhat370@outlook.com,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,0,1,2,1,2,1,0,1,0,0,2,0,1,2,1,2
retiredsub266@yahoo.com,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,0,1,2,2,0,0,0,2,0,2,0
mostlyblanket918@163.com,2,1,2,1,0,1,1,2,2,2,2,2,2,0,1,2,0,1,2,0,2,1,0,1,0,2,2,2,2,0,0,2
deepsnake396@163.com,2,1,1,2,2,2,2,2,0,2,1,2,0,2,2,2,1,1,0,2,0,2,2,0,0,0,0,2,2,1,1,1
soiledrug494@163.com,0,2,2,2,2,2,2,0,2,2,1,1,2,2,1,1,1,2,1,0,0,1,1,1,2,1,2,0,0,2,2,2
clamytire126@163.com,2,2,2,2,2,1,0,1,0,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,0,0,2,2,2,2,2,0
moistsnake675@yahoo.com,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,0,2,1,1,0,1,1,0,2,2,2,2,1,2
usedspice200@qq.com,0,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,0,1,1,1,1,2,1,1,1,1,2,2
slimytire42@gmail.com,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,1,0,1,2,2,0,2,1
buriedskates672@outlook.com,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,0,2,1,0,0,1,1,1,1,0,2
freshybread765@outlook.com,0,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,0,1,1,2,2,2,0,2,2,2,2,2,2,2
dailybeans459@qq.com,1,2,0,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,0,1,0,2,0,1,2,1,2,2,2
usedjeep619@outlook.com,2,2,1,0,2,2,2,2,0,1,2,1,1,2,1,1,2,2,1,0,0,1,2,1,2,2,0,2,1,0,2,2
slightlyshack127@outlook.com,0,2,1,2,2,2,1,1,1,1,2,2,0,1,1,1,2,1,2,2,2,1,2,1,2,2,1,0,2,1,2,2
lostrug682@163.com,0,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,0,0,2,1,2,1,2,2,2
extraskates465@qq.com,2,1,1,2,1,2,1,2,2,2,2,0,2,2,1,2,1,1,2,1,2,1,2,1,2,0,1,0,1,1,2,2
dailycola319@yahoo.com,0,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,1,1,2,0,2,0,0,0,0,0,1,0,1,2,1,2
foundwindow771@qq.com,2,1,2,0,2,1,2,2,2,2,2,2,0,0,1,2,2,1,1,2,1,1,2,1,2,0,2,2,1,1,1,1
foundchrysler353@gmail.com,2,2,2,1,2,2,1,1,2,0,1,2,0,1,1,1,1,2,0,2,1,0,2,2,2,0,2,2,1,2,2,0
slightlyshoes531@qq.com,2,1,1,1,1,0,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,0,0,0,2,2,2,2
extrasub180@qq.com,1,2,1,2,0,1,2,2,1,2,0,0,1,2,1,0,2,1,1,1,0,2,2,2,2,2,2,0,2,0,2,2
slightlywindow508@gmail.com,1,2,2,2,0,1,2,1,2,0,2,1,1,2,2,1,1,2,2,2,1,2,0,2,2,0,1,2,0,1,0,2
clamywindow198@outlook.com,2,2,1,2,2,2,2,0,2,1,2,2,0,2,1,1,1,2,0,1,1,0,2,2,2,0,2,2,1,1,0,1
freshyskates966@gmail.com,0,1,1,1,2,1,2,2,2,2,1,2,0,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,0,0,0,1
dailyshack386@yahoo.com,2,2,1,1,1,1,1,0,1,2,1,2,2,1,1,2,2,1,2,1,0,2,1,2,2,0,2,2,2,2,1,2
slimybread561@yahoo.com,2,2,2,1,2,2,1,2,2,1,2,1,1,0,1,1,1,1,1,2,2,1,2,2,2,2,0,1,2,2,1,1
newwindow655@qq.com,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,0,2,1,1,2,2,2,1,2,0,1,1,2,2,2,2
drybread918@gmail.com,0,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,0,2,1,1,2,0,2,1,2,2,0,2,1,2,1,2
deepsnake957@qq.com,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,0,2,0,1,2,0,1,1,1,1
mostlyrug152@qq.com,2,2,2,2,0,2,2,2,0,2,1,0,0,2,2,1,0,2,2,2,1,0,1,2,1,2,2,0,1,1,0,1
freshyjug808@gmail.com,1,2,1,0,0,2,1,2,2,0,2,1,2,2,2,1,1,1,2,1,2,2,2,0,1,2,2,2,2,1,0,1
oldtide873@gmail.com,2,2,2,2,2,1,2,1,1,0,1,1,0,0,2,2,2,1,2,2,2,1,2,1,1,1,0,2,1,2,0,2
newsnake379@163.com,1,2,2,2,1,1,1,2,0,2,1,2,0,2,1,2,1,2,2,1,2,2,2,1,2,0,2,1,1,0,1,2
lostsub349@gmail.com,1,2,2,0,1,1,2,2,1,0,1,2,1,2,1,2,1,1,2,2,2,0,2,2,2,1,1,1,2,2,1,2
soiledwindow985@yahoo.com,1,2,1,0,1,2,1,2,0,2,2,1,1,1,2,2,0,2,1,2,1,2,2,1,1,0,2,2,2,0,2,2
colddrum262@163.com,2,1,2,1,2,1,2,2,2,1,2,1,0,1,1,2,2,2,1,1,2,1,0,2,1,2,2,2,2,1,1,1
usedrug181@yahoo.com,2,1,1,1,2,2,2,2,0,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,2,0,1,1,1,2,1,2
deeptide254@qq.com,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,0,1,1,1,2,2,1,2
slightlyjug254@yahoo.com,1,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2
slightlyshirt196@outlook.com,2,2,0,2,2,1,1,2,2,1,2,1,2,0,1,1,2,2,2,2,2,0,0,1,1,2,0,2,1,1,2,1
buriedjug172@yahoo.com,2,0,2,1,0,2,1,2,2,2,1,1,2,0,1,2,0,1,1,0,2,2,0,1,2,2,0,2,2,2,0,2
deepshack742@gmail.com,2,1,2,1,0,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,0,2,2,2,2,2,2,1,0,2,2
deepsnake772@gmail.com,2,2,1,0,2,2,2,1,2,1,1,2,2,0,2,1,2,1,2,1,0,2,1,2,2,1,1,2,1,0,0,2
dailyspice943@163.com,1,1,1,0,0,0,2,2,0,1,1,1,2,2,2,1,0,2,2,2,0,2,1,2,0,2,1,2,2,2,2,2
freshybread731@163.com,2,0,1,1,0,1,1,2,2,0,2,2,0,2,2,0,2,0,2,2,1,2,2,2,0,0,2,0,2,0,0,2
dailywindow592@163.com,2,2,1,2,0,1,2,2,1,2,1,2,2,0,2,2,2,2,1,1,0,1,0,1,2,0,2,0,1,2,1,2
oldrug449@qq.com,2,1,2,1,2,2,2,1,2,1,2,1,1,0,1,1,2,2,1,0,2,1,0,1,1,2,2,0,2,2,2,2
slightlyshirt355@yahoo.com,2,1,2,0,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1
soiledhat176@outlook.com,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,0,2,0,1,0,2,0,2,2,2,0
fishyhat971@outlook.com,2,2,1,2,2,1,1,0,0,1,1,2,2,1,1,1,1,1,2,2,2,2,0,2,2,2,1,0,1,2,2,2
replacementrug659@gmail.com,1,1,2,1,0,2,1,2,0,0,2,1,2,0,1,1,1,2,1,2,0,2,1,1,2,2,2,2,2,2,2,2
retiredtide905@qq.com,1,1,1,2,2,1,1,1,2,0,2,1,2,1,2,2,2,1,2,0,2,2,2,1,0,2,2,2,0,0,2,1
replacementskates447@outlook.com,0,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,0,1,2,2,1,2,1,2,1,2,2,1,1
dailywindow992@gmail.com,0,1,2,2,2,1,2,1,0,1,1,2,2,0,2,1,2,1,1,2,0,1,2,0,2,2,2,2,1,1,2,2
tiredskates27@163.com,2,2,2,2,2,2,2,2,1,2,1,1,0,2,1,1,1,1,2,1,1,0,2,1,1,2,2,1,2,2,1,1
retiredblanket121@163.com,2,1,1,0,2,2,1,2,0,2,2,1,2,1,2,1,1,2,2,2,0,0,0,0,1,2,1,2,2,0,2,2
buriedbeans162@outlook.com,2,2,2,0,1,1,2,2,2,1,2,2,2,2,2,2,1,1,0,2,1,1,2,1,1,0,2,0,2,1,0,1
acientspice814@outlook.com,0,2,1,1,1,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,2,2,2,2,1,0,2,2,1,1,0,2
freshydrum27@qq.com,2,2,1,2,0,1,1,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2,1,0,2,0,2,0,0,0,1,1
coldsub278@yahoo.com,1,2,2,0,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,0,1,0,2,2
soiledblanket652@gmail.com,2,1,1,1,1,1,2,0,2,2,1,1,0,2,1,2,2,1,2,2,2,0,2,2,1,2,1,2,1,2,1,2
dryrug490@yahoo.com,0,2,1,1,0,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,0,0,1,2,1,2,1,2,0,2
extrawindow359@outlook.com,2,2,1,1,2,2,2,1,2,2,1,2,2,0,1,1,1,1,1,2,1,1,0,1,1,2,2,2,2,2,1,2
retiredcola606@qq.com,2,2,2,2,0,2,1,1,0,1,2,1,0,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,0,2,1
foldingsnake99@qq.com,1,1,1,1,2,2,2,2,1,2,2,1,0,2,2,2,1,2,1,2,0,1,2,1,2,2,2,1,1,0,1,2
dailycup574@outlook.com,0,1,1,1,2,1,2,2,1,1,1,2,2,0,2,2,1,1,0,2,2,2,2,1,2,1,1,2,2,1,2,2
slightlyshack386@163.com,2,2,1,1,2,2,2,1,2,0,1,1,2,2,0,1,2,0,1,2,1,2,2,1,2,2,1,0,2,2,0,1
oldwindow820@qq.com,2,2,2,1,0,1,1,1,0,2,2,2,2,1,2,2,0,1,0,2,2,1,1,2,2,2,1,2,1,2,1,1
soiledshoes666@outlook.com,1,2,1,2,0,1,2,1,2,1,1,2,1,2,2,1,0,2,2,2,2,1,2,1,1,0,1,2,2,2,2,1
dailybike787@163.com,2,2,2,2,2,2,2,2,1,1,0,1,2,2,1,2,2,1,1,2,0,0,0,1,1,2,1,0,1,1,2,2
moistwindow592@outlook.com,2,2,1,1,1,0,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,0,2,1,2,0,0,1,2,2,2
tiredshack292@gmail.com,2,2,2,0,2,1,1,2,2,2,0,1,0,0,2,1,2,2,2,2,0,0,2,2,1,0,2,0,1,1,0,2
moistspice161@163.com,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,0,2,1,2,2,1,2,2,0,1,1,2,2
usedcola500@yahoo.com,2,2,1,1,2,0,1,2,0,2,1,2,1,0,2,1,1,1,1,2,2,1,2,1,2,0,2,2,2,0,2,2
usedwindow885@yahoo.com,1,2,2,2,2,2,2,1,0,1,2,2,0,2,1,1,1,1,0,2,0,1,0,2,2,2,2,1,1,2,0,2
fishydrum599@163.com,0,1,2,2,1,2,2,1,1,0,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1
foundtire923@qq.com,1,2,1,0,2,1,2,2,1,2,1,1,1,0,2,1,0,2,2,2,2,0,2,0,2,2,2,2,2,1,1,0
freshysub873@yahoo.com,2,2,2,1,0,2,1,1,1,2,2,1,2,0,2,1,2,2,2,2,0,2,2,1,2,0,0,2,0,0,0,1
usedrug746@outlook.com,2,2,2,2,1,2,1,2,1,0,2,1,0,0,2,1,2,1,2,2,2,2,1,1,0,0,0,2,2,1,2,1
milkyrug473@yahoo.com,1,1,2,1,0,0,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,0,1,1,2,2,2,2
hotwindow425@yahoo.com,0,1,1,1,1,1,0,2,2,2,2,0,2,2,2,1,2,1,1,2,2,0,1,1,2,2,2,2,0,2,2,1
newbike640@gmail.com,2,2,1,2,2,2,2,0,2,1,1,0,0,0,2,1,1,1,2,2,1,2,0,2,0,0,2,2,2,0,1,2
hotwindow664@163.com,0,2,1,0,2,0,2,1,2,0,1,2,0,2,1,1,1,1,0,2,2,0,2,2,2,0,1,2,2,2,2,2
acientspice952@gmail.com,2,1,2,1,2,2,2,1,0,2,1,1,2,2,2,2,0,2,1,1,0,2,0,2,1,2,1,0,2,2,1,0
deepsnake659@163.com,2,2,1,2,2,1,2,1,1,1,1,1,2,0,2,1,0,2,1,2,2,2,2,1,2,2,1,0,1,0,2,2
lostbeans767@yahoo.com,1,2,1,2,0,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,0,2,0,1,1,2,2,0,1,2,2,2
